date,actual_zone_1_power_consumption,predicted_zone_1_power_consumption,actual_zone_2_power_consumption,predicted_zone_2_power_consumption,actual_zone_3_power_consumption,predicted_zone_3_power_consumption
2017-09-19 02:10:00,26557.16814,26336.387,15784.61538,15767.627,13126.21042,12853.6875
2017-09-19 02:20:00,26321.41593,26188.57,15642.41164,15591.728,13073.25843,12869.461
2017-09-19 02:30:00,26232.21239,26064.63,15488.98129,15507.221,12973.238,12705.603
2017-09-19 02:40:00,26244.95575,26076.67,15380.45738,15343.803,12985.00511,12685.902
2017-09-19 02:50:00,26283.18584,26060.438,15111.01871,15108.3955,12967.35444,12683.131
2017-09-19 03:00:00,26244.95575,26174.16,15032.43243,15055.549,12920.28601,12568.269
2017-09-19 03:10:00,26436.10619,26146.74,15350.51975,15220.337,12826.14913,12562.989
2017-09-19 03:20:00,26283.18584,26178.15,15275.67568,15203.782,12767.31359,12358.833
2017-09-19 03:30:00,26149.38053,25979.959,15414.13721,15253.796,12820.26558,12344.32
2017-09-19 03:40:00,26111.15044,25990.762,15578.79418,15441.974,12926.16956,12572.716
2017-09-19 03:50:00,26295.9292,25919.318,15593.76299,15468.682,12920.28601,12556.047
2017-09-19 04:00:00,26232.21239,25863.57,15612.47401,15466.521,12961.47089,12577.455
2017-09-19 04:10:00,26155.75221,25901.22,15837.00624,15592.664,12985.00511,12542.21
2017-09-19 04:20:00,26162.12389,25916.451,15837.00624,15687.901,13073.25843,12671.649
2017-09-19 04:30:00,26678.23009,26133.365,15964.24116,15780.906,13167.3953,12711.117
2017-09-19 04:40:00,27289.9115,26529.797,16143.86694,15905.259,12985.00511,12702.666
2017-09-19 04:50:00,26952.21239,26472.535,15874.42827,15811.55,12749.66292,12445.971
2017-09-19 05:00:00,26748.31858,26498.598,16054.05405,15862.058,12479.01941,11998.642
2017-09-19 05:10:00,26640.0,26279.43,16102.7027,15973.164,12320.16343,11892.703
2017-09-19 05:20:00,26442.47788,26164.496,16345.94595,16132.814,12055.40347,11699.279
2017-09-19 05:30:00,25524.95575,25520.13,15788.35759,15729.263,11390.5618,11243.993
2017-09-19 05:40:00,24116.81416,24091.63,15530.14553,15374.641,10725.72012,10466.622
2017-09-19 05:50:00,23823.71681,23534.021,15612.47401,15424.472,9954.974464,9851.386
2017-09-19 06:00:00,24155.04425,24075.918,15503.9501,15508.565,9543.125638,9807.147
2017-09-19 06:10:00,24416.28319,24175.307,15604.9896,15594.706,9448.988764,10052.018
2017-09-19 06:20:00,24760.35398,24389.504,15777.13098,15731.18,9184.228805,10055.394
2017-09-19 06:30:00,24639.29204,24322.568,15795.842,15730.606,9101.85904,10074.684
2017-09-19 06:40:00,24530.97345,24153.412,15575.05198,15709.785,9090.091931,10074.441
2017-09-19 06:50:00,24416.28319,24136.764,15526.40333,15625.308,9254.831461,10073.485
2017-09-19 07:00:00,25263.71681,25072.52,15934.30353,15964.591,9366.618999,10172.812
2017-09-19 07:10:00,25658.76106,25736.506,16372.14137,16355.961,9537.242084,10214.899
2017-09-19 07:20:00,25888.14159,25930.547,16652.80665,16703.115,9866.721144,10316.214
2017-09-19 07:30:00,26276.81416,26228.27,17300.2079,17330.016,9990.275792,10326.209
2017-09-19 07:40:00,26850.26549,26703.877,17509.77131,17522.32,10084.41267,10267.519
2017-09-19 07:50:00,27015.9292,27072.555,17738.04574,17706.94,10466.84372,10352.426
2017-09-19 08:00:00,27487.43363,27482.414,18104.7817,18126.984,10502.14505,10619.957
2017-09-19 08:10:00,28041.76991,28024.646,18464.03326,18497.781,10819.857,10773.387
2017-09-19 08:20:00,28819.11504,28786.527,19029.10603,19017.72,11019.89785,10882.376
2017-09-19 08:30:00,29073.9823,29145.936,19335.96674,19402.719,11378.79469,11221.34
2017-09-19 08:40:00,29532.74336,29424.105,19339.70894,19408.553,11455.2809,11405.519
2017-09-19 08:50:00,29864.0708,29977.508,19751.35135,19746.86,11761.22574,11562.687
2017-09-19 09:00:00,30724.24779,30555.273,19867.35967,19966.783,11767.1093,11776.508
2017-09-19 09:10:00,31138.40708,31176.643,20473.59667,20378.635,12002.45148,11857.727
2017-09-19 09:20:00,31801.06195,31773.965,20668.19127,20787.78,12237.79367,12161.87
2017-09-19 09:30:00,32552.92035,32587.059,21072.34927,20985.242,12479.01941,12515.224
2017-09-19 09:40:00,33623.36283,33624.37,21098.5447,21080.502,12661.4096,12612.145
2017-09-19 09:50:00,34324.24779,34313.76,21390.43659,21309.053,12708.47804,12777.626
2017-09-19 10:00:00,35012.38938,34830.582,21596.2578,21657.926,12890.86823,12947.214
2017-09-19 10:10:00,35311.85841,35210.516,21884.40748,21947.309,12967.35444,13122.812
2017-09-19 10:20:00,35496.63717,35457.4,22150.10395,22213.906,13102.6762,13065.72
2017-09-19 10:30:00,36012.74336,35967.46,22453.22245,22442.904,13026.18999,13212.453
2017-09-19 10:40:00,36363.18584,36429.82,22535.55094,22654.111,13155.62819,13216.756
2017-09-19 10:50:00,36649.9115,36701.773,22483.16008,22543.398,13338.01839,13442.214
2017-09-19 11:00:00,36611.68142,36663.938,22213.72141,22310.463,13508.64147,13587.99
2017-09-19 11:10:00,37216.99115,37194.83,22389.60499,22389.19,13538.05924,13634.658
2017-09-19 11:20:00,37216.99115,37410.637,22606.65281,22674.918,13620.42901,13718.117
2017-09-19 11:30:00,36993.9823,37260.418,22872.34927,22850.137,13685.14811,13805.829
2017-09-19 11:40:00,37490.97345,37621.52,23257.79626,23192.61,13914.60674,13928.929
2017-09-19 11:50:00,37809.55752,38060.547,23321.41372,23264.459,13908.72319,14021.324
2017-09-19 12:00:00,37726.72566,37731.387,23224.11642,23169.398,13979.32584,14021.781
2017-09-19 12:10:00,37866.90265,37810.68,23085.65489,23059.145,14138.18182,14152.37
2017-09-19 12:20:00,37956.10619,37955.78,23336.38254,23282.842,14285.27068,14338.811
2017-09-19 12:30:00,37726.72566,37956.688,23310.18711,23409.955,14397.05822,14438.671
2017-09-19 12:40:00,37586.54867,37809.543,23602.079,23460.674,14297.03779,14413.452
2017-09-19 12:50:00,37242.47788,37528.75,23400.0,23456.697,14355.87334,14439.239
2017-09-19 13:00:00,37325.30973,37359.33,23400.0,23399.98,14355.87334,14449.405
2017-09-19 13:10:00,37561.06195,37531.56,23456.13306,23475.666,14432.35955,14515.841
2017-09-19 13:20:00,37503.71681,37536.004,23530.97713,23467.709,14326.45557,14433.151
2017-09-19 13:30:00,37401.76991,37495.72,23516.00832,23529.54,14149.94893,14364.207
2017-09-19 13:40:00,36834.69027,37169.83,23568.39917,23524.092,13973.44229,14143.216
2017-09-19 13:50:00,37153.27434,37181.77,23302.7027,23445.234,13991.09295,14099.684
2017-09-19 14:00:00,37522.83186,37388.52,23632.01663,23480.955,14432.35955,14362.996
2017-09-19 14:10:00,37554.69027,37469.28,23725.57173,23679.99,14320.57201,14369.625
2017-09-19 14:20:00,37490.97345,37426.14,23890.22869,23834.857,14261.73647,14297.305
2017-09-19 14:30:00,37057.69912,37225.473,23538.46154,23691.082,14214.66803,14248.447
2017-09-19 14:40:00,37044.95575,37049.33,23209.14761,23422.305,14214.66803,14232.523
2017-09-19 14:50:00,36955.75221,37063.312,23426.19543,23414.826,14002.86006,14072.884
2017-09-19 15:00:00,36503.36283,36723.96,23388.77339,23443.727,13926.37385,13960.695
2017-09-19 15:10:00,36293.09735,36419.938,23160.49896,23240.559,13932.25741,13969.401
2017-09-19 15:20:00,36420.53097,36487.438,22479.41788,22773.963,13885.18897,13939.009
2017-09-19 15:30:00,36235.75221,36327.305,22228.69023,22413.29,14132.29826,14045.334
2017-09-19 15:40:00,35974.51327,36125.418,22045.32225,22207.057,14061.69561,14068.718
2017-09-19 15:50:00,35668.67257,35860.02,21817.04782,21936.275,14185.25026,14096.281
2017-09-19 16:00:00,35216.28319,35425.742,21540.12474,21648.03,14026.39428,14015.459
2017-09-19 16:10:00,35350.0885,35408.863,21719.75052,21718.693,14026.39428,13990.667
2017-09-19 16:20:00,35292.74336,35447.754,21865.69647,21809.223,14091.11338,14039.496
2017-09-19 16:30:00,35407.43363,35429.066,21742.20374,21739.602,13961.67518,13999.184
2017-09-19 16:40:00,35037.87611,35172.848,21629.93763,21656.795,13996.97651,13977.114
2017-09-19 16:50:00,34827.61062,34880.07,21480.24948,21499.188,14049.9285,14003.186
2017-09-19 17:00:00,34935.9292,35085.277,21225.77963,21298.363,14179.3667,14155.42
2017-09-19 17:10:00,34955.04425,35009.78,21165.90437,21227.836,14161.71604,14222.238
2017-09-19 17:20:00,34840.35398,34922.45,21229.52183,21179.908,14320.57201,14282.739
2017-09-19 17:30:00,35056.99115,35120.72,21263.20166,21227.266,14432.35955,14410.991
2017-09-19 17:40:00,34986.90265,35127.793,21547.60915,21464.525,14650.05107,14631.656
2017-09-19 17:50:00,35604.95575,35603.566,21996.6736,21907.938,15097.20123,15033.844
2017-09-19 18:00:00,36586.19469,36753.14,22509.35551,22511.916,15585.53626,15515.934
2017-09-19 18:10:00,37586.54867,37555.043,23227.85863,23096.018,16909.33606,16652.873
2017-09-19 18:20:00,39243.18584,39215.29,24795.842,24496.686,18486.1287,18077.965
2017-09-19 18:30:00,42664.77876,42596.54,26528.48233,26398.742,19856.99694,19508.23
2017-09-19 18:40:00,45627.61062,45322.44,27673.59667,27426.602,20568.90705,20455.559
2017-09-19 18:50:00,46092.74336,46127.414,28145.11435,27994.533,20657.16037,20639.092
2017-09-19 19:00:00,46411.32743,46253.496,28291.06029,27984.922,20833.66701,20647.19
2017-09-19 19:10:00,47099.46903,47172.312,28414.55301,28342.887,20886.619,20544.697
2017-09-19 19:20:00,47296.99115,47253.73,28193.76299,28223.375,20804.24923,20563.75
2017-09-19 19:30:00,47456.28319,47485.594,28044.07484,27912.445,20751.29724,20596.045
2017-09-19 19:40:00,47010.26549,47250.89,28410.81081,28136.393,20892.50255,20576.246
2017-09-19 19:50:00,46921.06195,46904.73,28231.18503,28162.1,20916.03677,20574.15
2017-09-19 20:00:00,46653.45133,46995.27,28302.2869,28140.676,21004.29009,20657.64
2017-09-19 20:10:00,46749.02655,46969.117,28231.18503,28163.852,21021.94076,20675.758
2017-09-19 20:20:00,46761.76991,46951.348,27931.80873,27860.762,20839.55056,20680.176
2017-09-19 20:30:00,46150.0885,46477.85,27785.86279,27843.094,20498.30439,20406.004
2017-09-19 20:40:00,45602.12389,45944.164,27333.05613,27412.53,20510.0715,20400.871
2017-09-19 20:50:00,45200.70796,45453.223,27078.58628,27155.408,20427.70174,20299.33
2017-09-19 21:00:00,44926.72566,44914.184,26524.74012,26760.951,20162.94178,20020.836
2017-09-19 21:10:00,44652.74336,44715.285,26461.12266,26450.146,19927.59959,19822.744
2017-09-19 21:20:00,43805.30973,43918.496,26225.36383,26442.266,19856.99694,19748.955
2017-09-19 21:30:00,43308.31858,43327.8,25907.27651,26122.541,19821.69561,19658.004
2017-09-19 21:40:00,42658.40708,42857.812,25506.86071,25684.734,19774.62717,19658.45
2017-09-19 21:50:00,42097.69912,42249.457,24908.10811,24997.273,19474.56588,19333.182
2017-09-19 22:00:00,41422.30088,41422.3,24204.5738,24301.62,19139.20327,18957.828
2017-09-19 22:10:00,40179.82301,40224.773,23785.44699,23750.91,18903.86108,18727.277
2017-09-19 22:20:00,39294.15929,39249.652,23138.04574,23130.28,18403.75894,18330.027
2017-09-19 22:30:00,38274.69027,38441.703,22584.19958,22535.523,18015.44433,17882.146
2017-09-19 22:40:00,37497.34513,37412.914,22209.97921,22155.195,17409.4382,17449.188
2017-09-19 22:50:00,36917.52212,36901.18,21461.53846,21505.566,16732.82942,16626.225
2017-09-19 23:00:00,35655.9292,35572.65,21192.09979,21007.13,16526.90501,16547.9
2017-09-19 23:10:00,34923.18584,34776.07,20814.13721,20852.77,15909.13177,16163.786
2017-09-19 23:20:00,33999.29204,33997.613,20376.29938,20312.945,15473.74872,15460.2295
2017-09-19 23:30:00,33406.72566,33262.875,19886.07069,19784.139,15208.98876,15275.7295
2017-09-19 23:40:00,32775.9292,32626.734,19597.921,19420.271,14867.74259,14931.399
2017-09-19 23:50:00,31858.40708,31705.562,18943.03534,18917.502,14597.09908,14487.94
2017-09-20 00:00:00,31132.0354,31169.908,18827.02703,18658.88,14291.15424,14226.611
2017-09-20 00:10:00,30392.92035,30407.158,18493.97089,18617.678,14114.6476,14015.584
2017-09-20 00:20:00,30010.61947,29975.193,18078.58628,18066.096,13955.79162,13899.801
2017-09-20 00:30:00,29596.46018,29675.82,18007.48441,18068.992,13973.44229,13876.808
2017-09-20 00:40:00,29296.99115,29295.752,17434.92723,17573.36,13732.21655,13687.974
2017-09-20 00:50:00,28545.13274,28586.725,16993.34719,17125.941,13702.79877,13518.132
2017-09-20 01:00:00,28385.84071,28274.008,16675.25988,16722.016,13449.80592,13368.189
2017-09-20 01:10:00,28341.23894,28364.693,16536.79834,16653.682,13461.57303,13329.246
2017-09-20 01:20:00,28130.97345,28085.6,16446.98545,16465.568,13408.62104,13316.67
2017-09-20 01:30:00,27532.0354,27651.984,16349.68815,16385.762,13185.04597,13061.191
2017-09-20 01:40:00,27258.0531,27142.568,16136.38254,16174.664,13196.81307,13099.31
2017-09-20 01:50:00,27258.0531,27169.305,15941.78794,16007.421,13037.9571,12851.837
2017-09-20 02:00:00,26920.35398,26843.662,16128.89813,16132.486,13073.25843,12714.1455
2017-09-20 02:10:00,26646.37168,26538.475,15792.09979,15906.834,12937.93667,12723.496
2017-09-20 02:20:00,26620.88496,26411.059,15829.52183,15812.308,12949.70378,12561.058
2017-09-20 02:30:00,26640.0,26477.086,15840.74844,15743.021,12926.16956,12611.212
2017-09-20 02:40:00,26563.53982,26340.252,15623.70062,15546.549,12890.86823,12556.557
2017-09-20 02:50:00,26487.07965,26286.72,15511.43451,15458.552,12732.01226,12350.776
2017-09-20 03:00:00,26034.69027,26110.688,15601.2474,15528.797,12584.92339,12058.775
2017-09-20 03:10:00,25607.78761,25745.576,15702.2869,15572.68,12473.13585,12029.609
2017-09-20 03:20:00,25620.53097,25688.33,15616.21622,15539.811,12443.71808,11975.463
2017-09-20 03:30:00,26264.0708,26046.895,15706.02911,15543.941,12520.20429,11975.35
2017-09-20 03:40:00,26225.84071,26047.354,15560.08316,15533.454,12496.67007,11959.959
2017-09-20 03:50:00,26193.9823,26065.668,15664.86486,15494.254,12531.9714,11991.083
2017-09-20 04:00:00,26187.61062,25990.697,15664.86486,15458.526,12508.43718,11975.135
2017-09-20 04:10:00,26302.30088,25980.502,15503.9501,15401.395,12284.8621,11841.598
2017-09-20 04:20:00,26455.22124,26132.299,15384.19958,15269.489,12402.5332,11843.559
2017-09-20 04:30:00,26996.81416,26385.963,15515.17672,15340.882,12531.9714,11932.935
2017-09-20 04:40:00,27551.15044,26842.377,15956.75676,15652.627,12514.32074,11966.563
2017-09-20 04:50:00,27181.59292,26811.568,15743.45114,15595.723,12555.50562,11977.594
2017-09-20 05:00:00,26837.52212,26590.975,16012.88981,15735.405,12337.8141,11792.639
2017-09-20 05:10:00,26882.12389,26645.47,16009.14761,15735.706,12102.47191,11692.099
2017-09-20 05:20:00,26640.0,26355.537,16069.02287,15770.303,11808.29418,11497.994
2017-09-20 05:30:00,25773.45133,25885.28,15702.2869,15588.91,11449.39734,11269.322
2017-09-20 05:40:00,25002.47788,25166.021,15485.23909,15285.37,11278.77426,11085.067
2017-09-20 05:50:00,24957.87611,24865.285,15444.07484,15337.983,10649.23391,10583.119
2017-09-20 06:00:00,25066.19469,24880.695,15444.07484,15423.847,10119.71399,10043.107
2017-09-20 06:10:00,25053.45133,24915.674,15623.70062,15554.322,10060.87845,10086.17
2017-09-20 06:20:00,25607.78761,25170.293,15795.842,15717.45,9872.604699,10070.709
2017-09-20 06:30:00,25722.47788,25415.39,15885.65489,15811.279,9954.974464,10079.188
2017-09-20 06:40:00,25544.0708,25303.455,16091.47609,15949.039,9954.974464,10079.412
2017-09-20 06:50:00,25435.75221,25184.252,16039.08524,16033.848,9672.563841,10065.547
2017-09-20 07:00:00,25397.52212,25652.94,16446.98545,16363.033,9613.728294,10179.948
2017-09-20 07:10:00,25970.97345,26051.473,16903.5343,16893.412,9596.07763,10145.853
2017-09-20 07:20:00,26404.24779,26603.877,17165.48857,17146.672,9731.399387,10219.754
2017-09-20 07:30:00,27047.78761,26999.055,17457.38046,17390.68,9860.837589,10243.32
2017-09-20 07:40:00,27264.42478,27323.998,17771.72557,17723.605,10078.52911,10293.555
2017-09-20 07:50:00,27755.04425,27774.412,17902.7027,17919.977,10296.22063,10337.928
2017-09-20 08:00:00,28761.76991,28760.518,18052.39085,17992.309,10531.56282,10441.906
2017-09-20 08:10:00,29303.36283,29378.107,18490.22869,18434.8,10690.41879,10597.96
2017-09-20 08:20:00,30016.99115,29926.863,18834.51143,18847.297,10808.08989,10718.898
2017-09-20 08:30:00,30711.50442,30697.537,19298.5447,19177.768,11002.24719,10867.907
2017-09-20 08:40:00,31138.40708,31207.502,19515.59252,19409.416,11290.54137,11135.392
2017-09-20 08:50:00,31724.60177,31648.803,19747.60915,19662.105,11425.86313,11394.044
2017-09-20 09:00:00,31431.50442,31669.693,20076.92308,20016.865,11643.55465,11544.279
2017-09-20 09:10:00,30010.61947,31238.035,20533.47193,20321.969,12143.65679,11937.346
2017-09-20 09:20:00,29864.0708,30821.053,20649.48025,20524.592,12190.72523,12195.93
2017-09-20 09:30:00,30533.09735,30769.115,21180.87318,21073.807,12414.30031,12309.563
2017-09-20 09:40:00,30877.16814,31130.533,21525.15593,21530.635,12449.60163,12444.359
2017-09-20 09:50:00,31463.36283,31476.605,21629.93763,21640.273,12626.10827,12673.883
2017-09-20 10:00:00,31966.72566,31986.51,21742.20374,21692.846,12708.47804,12774.324
2017-09-20 10:10:00,32623.00885,32588.86,22202.4948,22186.66,12755.54648,12781.347
2017-09-20 10:20:00,32693.09735,32800.945,22408.31601,22445.852,12743.77937,12777.157
2017-09-20 10:30:00,34381.59292,34294.89,22441.99584,22336.205,12690.82737,12748.988
2017-09-20 10:40:00,36121.06195,35867.973,22284.82328,21962.527,12796.73136,12914.688
2017-09-20 10:50:00,36458.76106,36350.63,22651.55925,22597.951,12949.70378,13013.442
2017-09-20 11:00:00,36955.75221,36700.184,22614.13721,22714.79,13173.27886,13346.164
2017-09-20 11:10:00,37255.22124,37068.277,22722.66112,22734.414,13249.76507,13448.604
2017-09-20 11:20:00,37267.9646,37314.14,22947.19335,22940.62,13302.71706,13471.145
2017-09-20 11:30:00,37401.76991,37353.246,23007.06861,23028.857,13438.03882,13616.129
2017-09-20 11:40:00,37497.34513,37506.332,23093.13929,23093.492,13532.17569,13623.114
2017-09-20 11:50:00,37936.99115,37873.438,23044.49064,23101.066,13608.6619,13738.108
2017-09-20 12:00:00,37917.87611,37841.95,23025.77963,22959.514,13585.12768,13725.976
2017-09-20 12:10:00,37975.22124,37924.133,23033.26403,22979.258,13490.99081,13710.833
2017-09-20 12:20:00,38096.28319,38088.2,22984.61538,23037.004,13773.40143,13828.34
2017-09-20 12:30:00,37599.29204,37933.91,22962.16216,23033.662,13849.88764,13974.865
2017-09-20 12:40:00,37510.0885,37653.09,22965.90437,22955.447,13826.35342,13914.297
2017-09-20 12:50:00,37057.69912,37388.582,23022.03742,23004.375,13920.4903,13973.199
2017-09-20 13:00:00,37293.45133,37352.574,23313.92931,23234.521,13914.60674,13995.488
2017-09-20 13:10:00,37280.70796,37417.637,23388.77339,23406.477,13820.46987,13914.553
2017-09-20 13:20:00,37204.24779,37414.926,23422.45322,23411.125,13343.90194,13711.544
2017-09-20 13:30:00,37204.24779,37214.5,23343.86694,23380.693,13661.61389,13781.075
2017-09-20 13:40:00,37095.9292,37201.023,23313.92931,23312.39,13767.51788,13880.045
2017-09-20 13:50:00,36879.29204,37044.99,23362.57796,23398.83,13638.07967,13782.071
2017-09-20 14:00:00,36962.12389,36910.445,23298.9605,23274.707,13726.33299,13770.459
2017-09-20 14:10:00,36943.00885,36934.72,23171.72557,23176.123,13532.17569,13679.521
2017-09-20 14:20:00,36675.39823,36783.277,23224.11642,23197.129,13508.64147,13595.994
2017-09-20 14:30:00,36936.63717,36793.695,23074.42827,23168.62,13573.36057,13613.89
2017-09-20 14:40:00,36216.63717,36268.746,22898.5447,22927.47,13426.27171,13531.2
2017-09-20 14:50:00,35898.0531,35930.47,22636.59044,22846.635,13691.03166,13678.357
2017-09-20 15:00:00,36044.60177,36167.92,22737.62994,22704.422,13620.42901,13682.457
2017-09-20 15:10:00,36172.0354,36189.656,22464.44906,22599.654,13608.6619,13671.012
2017-09-20 15:20:00,35859.82301,35973.93,22367.15177,22438.117,13520.40858,13563.47
2017-09-20 15:30:00,35808.84956,35881.348,22101.4553,22240.863,13732.21655,13641.025
2017-09-20 15:40:00,35585.84071,35732.11,22195.0104,22216.732,13602.77835,13639.904
2017-09-20 15:50:00,35203.53982,35325.215,21757.17256,21941.754,13679.26456,13626.888
2017-09-20 16:00:00,34789.38053,34837.316,21547.60915,21599.281,13661.61389,13678.127
2017-09-20 16:10:00,34948.67257,34950.598,21820.79002,21763.791,13614.54545,13600.032
2017-09-20 16:20:00,35095.22124,35079.02,21884.40748,21941.248,13502.75792,13555.177
2017-09-20 16:30:00,34865.84071,34878.492,21727.23493,21709.965,13538.05924,13556.794
2017-09-20 16:40:00,34553.62832,34529.996,21285.65489,21334.04,13485.10725,13563.235
2017-09-20 16:50:00,34598.23009,34591.85,21195.842,21199.951,13579.24413,13573.18
2017-09-20 17:00:00,34547.25664,34578.54,21106.02911,21124.459,13649.84678,13708.009
2017-09-20 17:10:00,34770.26549,34700.516,20997.5052,21041.027,13579.24413,13690.902
2017-09-20 17:20:00,34923.18584,34887.992,21435.34304,21360.193,13532.17569,13611.254
2017-09-20 17:30:00,35069.73451,35042.117,21585.03119,21461.121,13696.91522,13687.692
2017-09-20 17:40:00,35286.37168,35254.465,21712.26611,21571.078,13826.35342,13826.497
2017-09-20 17:50:00,35980.88496,35771.0,21921.82952,21785.676,13879.30541,13870.018
2017-09-20 18:00:00,36936.63717,37022.37,22340.95634,22328.615,14567.68131,14494.6045
2017-09-20 18:10:00,38281.06195,38271.99,23123.07692,22920.955,15985.61798,15811.323
2017-09-20 18:20:00,40058.76106,40406.965,24522.66112,24257.686,17868.35546,17327.734
2017-09-20 18:30:00,43257.34513,43167.582,26225.36383,26081.77,18974.46374,18686.242
2017-09-20 18:40:00,45844.24779,45423.816,27243.24324,26950.242,19556.93565,19154.107
2017-09-20 18:50:00,46334.86726,46262.938,27740.95634,27422.258,19698.14096,19677.182
2017-09-20 19:00:00,46500.53097,46392.258,27879.41788,27783.863,19886.41471,19557.893
2017-09-20 19:10:00,47469.02655,47357.996,28324.74012,27962.068,19980.55158,19863.957
2017-09-20 19:20:00,47615.57522,47651.203,27961.74636,28082.87,20092.33912,19829.205
2017-09-20 19:30:00,47500.88496,47780.637,28111.43451,27952.988,19974.66803,19920.443
2017-09-20 19:40:00,47666.54867,47512.83,28081.49688,27942.15,20074.68846,19720.715
2017-09-20 19:50:00,47532.74336,47461.62,28115.17672,27942.973,19839.34627,19619.39
2017-09-20 20:00:00,47137.69912,47489.184,27905.61331,27953.799,19939.3667,19771.918
2017-09-20 20:10:00,46774.51327,46872.867,27774.63617,27717.342,19898.18182,19607.67
2017-09-20 20:20:00,46602.47788,46797.223,27613.72141,27808.463,19786.39428,19589.86
2017-09-20 20:30:00,46685.30973,46788.516,27291.89189,27505.213,19686.37385,19546.436
2017-09-20 20:40:00,46207.43363,46486.055,27202.079,27372.855,19804.04494,19507.402
2017-09-20 20:50:00,45512.92035,45964.293,26947.60915,27154.123,19639.30541,19543.043
2017-09-20 21:00:00,44894.86726,44934.836,26678.17048,26698.426,20062.92135,19604.875
2017-09-20 21:10:00,44321.41593,44487.92,26333.88773,26336.857,19351.01124,19274.955
2017-09-20 21:20:00,44232.21239,44204.434,26094.38669,26237.277,19215.68948,18879.9
2017-09-20 21:30:00,43818.0531,43952.645,25727.65073,25904.494,19027.41573,18962.822
2017-09-20 21:40:00,42766.72566,42875.477,25488.14969,25662.1,18721.47089,18583.256
2017-09-20 21:50:00,41836.46018,41831.926,24560.08316,24653.846,18233.13585,18088.926
2017-09-20 22:00:00,41122.83186,41167.406,23965.07277,23855.045,17950.72523,17720.973
2017-09-20 22:10:00,40511.15044,40605.66,23426.19543,23437.346,17738.91726,17593.938
2017-09-20 22:20:00,39427.9646,39558.715,22932.22453,22827.066,17338.83555,17217.416
2017-09-20 22:30:00,38344.77876,38309.18,22501.8711,22396.576,16785.78141,16801.654
2017-09-20 22:40:00,37395.39823,37532.883,22011.64241,21956.62,16544.55567,16532.705
2017-09-20 22:50:00,36611.68142,36684.258,21588.77339,21513.08,16203.3095,16305.959
2017-09-20 23:00:00,35815.22124,35872.242,20814.13721,20763.365,16103.28907,16143.41
2017-09-20 23:10:00,35076.10619,35011.3,20484.82328,20312.336,15726.74157,15771.915
2017-09-20 23:20:00,34018.40708,33903.664,20129.31393,20089.148,15497.28294,15363.409
2017-09-20 23:30:00,33164.60177,33131.266,19597.921,19499.531,15220.75587,15211.028
2017-09-20 23:40:00,32635.75221,32484.771,19085.23909,18961.055,14950.11236,14927.802
2017-09-20 23:50:00,31718.23009,31606.326,18767.15177,18675.127,14397.05822,14347.418
2017-09-21 00:00:00,31240.35398,31281.12,18318.08732,18358.934,14167.59959,14055.362
2017-09-21 00:10:00,30539.46903,30514.998,18093.55509,18019.773,13914.60674,13917.199
2017-09-21 00:20:00,29991.50442,30136.125,17794.17879,17839.217,13673.381,13633.825
2017-09-21 00:30:00,29564.60177,29496.191,17397.5052,17480.088,13538.05924,13438.215
2017-09-21 00:40:00,29105.84071,29254.41,17214.13721,17316.982,13326.25128,13308.993
2017-09-21 00:50:00,28774.51327,28738.324,16866.11227,16843.74,13226.23085,13036.821
2017-09-21 01:00:00,28303.00885,28347.535,16682.74428,16694.27,13102.6762,12813.6045
2017-09-21 01:10:00,28226.54867,28123.914,16465.69647,16455.613,12879.10112,12650.56
2017-09-21 01:20:00,27786.90265,28018.03,16316.00832,16280.312,12737.89581,12435.126
2017-09-21 01:30:00,27487.43363,27385.545,16065.28067,16108.421,12579.03984,12220.437
2017-09-21 01:40:00,27181.59292,27120.473,16031.60083,15985.824,12420.18386,12032.175
2017-09-21 01:50:00,27009.55752,26997.262,15735.96674,15740.526,12284.8621,11814.85
2017-09-21 02:00:00,26926.72566,26891.617,15747.19335,15688.74,12337.8141,11874.718
2017-09-21 02:10:00,26837.52212,26663.246,15687.31809,15623.3955,12226.02656,11763.569
2017-09-21 02:20:00,26856.63717,26660.71,15590.02079,15446.997,12220.143,11736.569
2017-09-21 02:30:00,26805.66372,26552.086,15425.36383,15285.63,12231.91011,11744.352
2017-09-21 02:40:00,26818.40708,26579.322,15414.13721,15216.456,12190.72523,11642.316
2017-09-21 02:50:00,26863.00885,26631.809,15376.71518,15247.692,12178.95812,11654.725
2017-09-21 03:00:00,26977.69912,26696.947,15204.5738,15176.625,11996.56793,11563.353
2017-09-21 03:10:00,26786.54867,26638.541,15092.30769,14995.557,12055.40347,11623.868
2017-09-21 03:20:00,26805.66372,26618.2,15253.22245,15040.812,12284.8621,11616.219
2017-09-21 03:30:00,26652.74336,26416.19,15298.1289,15115.156,12390.76609,11702.93
2017-09-21 03:40:00,26805.66372,26395.355,15148.44075,15025.396,12331.93054,11745.053
2017-09-21 03:50:00,26901.23894,26620.967,15144.69854,15018.801,12431.95097,11859.919
2017-09-21 04:00:00,27009.55752,26554.107,15234.51143,15037.629,12473.13585,11844.351
2017-09-21 04:10:00,26920.35398,26529.496,15447.81705,15166.436,12431.95097,11854.098
2017-09-21 04:20:00,26780.17699,26555.258,15369.23077,15188.044,12473.13585,11840.347
